id,content,score,content_length,cleaned_content,keywords_str
47,"经常网购，总有大量的包裹收，感觉写评语花掉了我大量的时间和精力!所以在一段时间里，我总是我又总是觉得好像不去评价或者随便写写!但是，有点对不住那些辛苦工作的卖家客服、仓管、老板。于是我写下了一小段话，给我觉得能拿到我五星好评的卖家的宝贝评价里面以示感谢和尊敬!首先，宝贝是性价比很高的，我每次都会先试用再评价的，虽然宝贝不一定是最好的，但在同等的价位里面绝对是表现最棒的,京东的配送绝对是一流的，送货速度快，配送员服务态度好，每样东西都是送货上门。希望小辣椒能再接再厉，做得更大更强，提供更多更好的东西给大家。为京东的商品和服务点赞。",5,267,经常网购总有大量的包裹收感觉写评语花掉了我大量的时间和精力所以在一段时间里我总是我又总是觉得好像不去评价或者随便写写但是有点对不住那些辛苦工作的卖家客服仓管老板于是我写下了一小段话给我觉得能拿到我五星好评的卖家的宝贝评价里面以示感谢和尊敬首先宝贝是性价比很高的我每次都会先试用再评价的虽然宝贝不一定是最好的但在同等的价位里面绝对是表现最棒的京东的配送绝对是一流的送货速度快配送员服务态度好每样东西都是送货上门希望小辣椒能再接再厉做得更大更强提供更多更好的东西给大家为京东的商品和服务点赞,宝贝 大量 总是 配送 绝对 卖家 评价 里面 觉得 东西 同等 随便 老板 包裹 表现
48,像素不行，反正买都买了用都用了总体来说还行吧不讨厌也不喜欢一般般，暂时没有什么问题,5,41,像素不行反正买都买了用都用了总体来说还行吧不讨厌也不喜欢一般般暂时没有什么问题,一般般 不行 暂时 还行 像素 来说 问题 喜欢 没有
49,手机很顺畅，机身属于瘦长型 一只手拿着方便，还有机子很漂亮！一开始就是冲着拍照的像素和功能去买的，到手整体感觉还是很惊艳。京东快递很快，昨天付款今天就到了，快递小哥很热心，说我手机有什么问题的话七天包退换，还说有什么不懂的可以问他。很愉快的一次购物，比心比心。如果小伙伴们有什么关于这款手机的问题，可以咨询我哦，非常乐意效劳。,5,163,手机很顺畅机身属于瘦长型 一只手拿着方便还有机子很漂亮一开始就是冲着拍照的像素和功能去买的到手整体感觉还是很惊艳京东快递很快昨天付款今天就到了快递小哥很热心说我手机有什么问题的话七天包退换还说有什么不懂的可以问他很愉快的一次购物比心比心如果小伙伴们有什么关于这款手机的问题可以咨询我哦非常乐意效劳,快递 问题 付款 属于 愉快 冲着 顺畅 手机 机身 惊艳 整体 机子 到手 方便 购物
50,物流速度太快了，不到12小时送到手里，服务态度很好，手机不重，通话音量很高，适合老年朋友，买了好几个。,5,51,物流速度太快了不到小时送到手里服务态度很好手机不重通话音量很高适合老年朋友买了好几个,老年 太快 音量 通话 手里 服务态度 送到 适合 小时 不到 朋友 物流 速度 手机
51,"总之还是挺好的，挺不错、虽然没有什么优惠吧，抢了个神券还不能用！！！也是用的上了第三个苹果、主要是觉得系统吧.
其他的另说！a
b
c
d
e
f
g
hhhhhhhh！总是想抢热评、点赞喔！",5,96,总之还是挺好的挺不错虽然没有什么优惠吧抢了个神券还不能用也是用的上了第三个苹果主要是觉得系统吧 其他的另说 总是想抢热评点赞喔,第三个 总是 优惠 挺不错 主要 不能 觉得 苹果 系统 没有
52,买了幻影蓝给媳妇用，下午刚拿到，稍微用了下:首先颜值高，背面太阳下会反光变色，刘海屏个人感觉挺好看，还可以隐藏，看个人喜好。配置要赞一个，没玩游戏，起码970比某旗舰机还用660良心多了，其他什么配置也都有。系统很流畅，只是home键要熟悉一下，反正比三大金刚键要好看多了，其他没发现什么问题，用用看。原厂给贴了个膜，送个透明壳，唯一吐槽的是你说HIFI音质，你倒是给配个支持的耳机啊，上次买V9还送个简易的VR眼镜呢，交了定金半夜起来交尾款容易吗?,5,225,买了幻影蓝给媳妇用下午刚拿到稍微用了下首先颜值高背面太阳下会反光变色刘海屏个人感觉挺好看还可以隐藏看个人喜好配置要赞一个没玩游戏起码比某旗舰机还用良心多了其他什么配置也都有系统很流畅只是键要熟悉一下反正比三大金刚键要好看多了其他没发现什么问题用用看原厂给贴了个膜送个透明壳唯一吐槽的是你说音质你倒是给配个支持的耳机啊上次买还送个简易的眼镜呢交了定金半夜起来交尾款容易吗,配置 起码 上次 幻影 吐槽 媳妇 变色 用用 透明 熟悉 旗舰机 隐藏 个人感觉 良心 背面
53,手机很好用，特别喜欢，京东速度就是快，晚上下单，第二天中午就到了,5,32,手机很好用特别喜欢京东速度就是快晚上下单第二天中午就到了,中午 晚上 第二天 下单 特别 喜欢 速度 京东 手机
54,"难道我买的是2手，刚拿到，怎么有那么多名字啊，手机的名字也叫 erduo的iphone   这就尴尬了。
手机做工可以，只是屏幕正中间有个0.02mm大小的灰尘，这么大，***算了，这部送人，我*",5,98,难道我买的是手刚拿到怎么有那么多名字啊手机的名字也叫 的 这就尴尬了 手机做工可以只是屏幕正中间有个大小的灰尘这么大算了这部送人我,尴尬 灰尘 难道 这部 有个 大小 做工 拿到 手机 屏幕
55,买来才三个月不到，wifi不能用 不能连接&hellip;&hellip;网速特别慢我真的是醉了&hellip;&hellip;当时跟官网价格一样的  为了比较早拿到才京东买&hellip;&hellip;还是实体店或者官网买吧以后手机  不买了 怕了怕了真的是醉了,3,133,买来才三个月不到不能用 不能连接网速特别慢我真的是醉了当时跟官网价格一样的 为了比较早拿到才京东买还是实体店或者官网买吧以后手机 不买了 怕了怕了真的是醉了,官网 不能 真的 网速 三个 实体店 买来 不到 拿到 以后 特别 价格 比较 京东 手机
56,刚到手感不错，脸部识别和指纹识别速度快的一批，背面的极光色也蛮好看的，下了个农药玩了一把，感觉还行，就是登录的时候键盘有点反应慢，退出去重新进了一次游戏发现好多了，充电时用手背去触碰机身侧边会有轻微麻木感，盒内送了一个透明的橡胶壳，质量你懂得，耳机的音质还没测，另外还送了一个叮咚mini音响，还没用，不知道咋样，如果后续遇到啥问题，会追加评论的～,5,174,刚到手感不错脸部识别和指纹识别速度快的一批背面的极光色也蛮好看的下了个农药玩了一把感觉还行就是登录的时候键盘有点反应慢退出去重新进了一次游戏发现好多了充电时用手背去触碰机身侧边会有轻微麻木感盒内送了一个透明的橡胶壳质量你懂得耳机的音质还没测另外还送了一个叮咚音响还没用不知道咋样如果后续遇到啥问题会追加评论的,登录 轻微 咋样 透明 重新 遇到 一把 音响 极光 后续 没用 识别 指纹识别 追加 背面
57,真的是物美价廉，给妈妈买的 ，妈妈非常喜欢！手感很好，功能方便,5,31,真的是物美价廉给妈妈买的 妈妈非常喜欢手感很好功能方便,妈妈 物美价廉 方便 功能 真的 手感 喜欢 非常
58,怎么说呢，的确符合他的定位，只能是超地段，这个是买公司备用的，建议买二手的其他手机，包装真的比不上,5,49,怎么说呢的确符合他的定位只能是超地段这个是买公司备用的建议买二手的其他手机包装真的比不上,定位 备用 符合 的确 公司 建议 只能 包装 真的 手机
59,终于到手，手感不错！感觉稍微有点重！,5,18,终于到手手感不错感觉稍微有点重,终于 到手 手感 感觉 不错
60,京东上选择了好久，看了大家的评价选择了这款手机，感觉是一款比较超值的机子，处理器+6g运存+64g内存，以前用的内存太小，这次就选择大一点的，等等有劵了加上优惠终于在两千以内拿下，这个价位这个配置选择的不多，第二天就收到货了，机子总体评价满意，外观很亮眼，没有什么缝隙大的问题，做工很好，按键触摸很灵敏，开机提示升级到9系统，反应速度很快，安装小卡没剪好还没试，系统界面和设置等操作比其它好，系统很清爽，上网速度快，红外线遥控连接电视等设置成功，软件可以卸载，音质不错。缺点就是没带耳机，另外屏幕色彩有点不太好，经测试在设置中将护眼功能关掉，色温设置为冷色调，或者将屏幕优化设为标准模式，屏幕色彩就会鲜艳。,5,303,京东上选择了好久看了大家的评价选择了这款手机感觉是一款比较超值的机子处理器运存内存以前用的内存太小这次就选择大一点的等等有劵了加上优惠终于在两千以内拿下这个价位这个配置选择的不多第二天就收到货了机子总体评价满意外观很亮眼没有什么缝隙大的问题做工很好按键触摸很灵敏开机提示升级到系统反应速度很快安装小卡没剪好还没试系统界面和设置等操作比其它好系统很清爽上网速度快红外线遥控连接电视等设置成功软件可以卸载音质不错缺点就是没带耳机另外屏幕色彩有点不太好经测试在设置中将护眼功能关掉色温设置为冷色调或者将屏幕优化设为标准模式屏幕色彩就会鲜艳,设置 选择 系统 色彩 屏幕 机子 内存 评价 太小 以内 提示 没试 触摸 界面 缝隙
61,新机入手，很满意，京东物流挺快的，谈一下体验心得：电池3000毫安还是很耐用的，分辨率很高，非常不错的机器，而且几乎不用装什么优化类的软件。速度很快，屏幕显示细腻，外观高大上，配置高， 6G的运行内存相当给力，玩大型游戏，浏览网页，上网等一点都不卡，非常流畅。各方面反映都非常快，实在太酷了。1600W+500W的后置摄像头也非常赞，拍照效果真没得说，前置照相效果也不赖，记录最美的自己和最美的瞬间。6.2寸高清全面屏，视觉体验非常不错，手机给的我第一印象是，做工扎实，设计理念独具一格，真心不错！大爱，以后继续支持!总之这次网购很成功。点32个赞！,5,275,新机入手很满意京东物流挺快的谈一下体验心得电池毫安还是很耐用的分辨率很高非常不错的机器而且几乎不用装什么优化类的软件速度很快屏幕显示细腻外观高大上配置高 的运行内存相当给力玩大型游戏浏览网页上网等一点都不卡非常流畅各方面反映都非常快实在太酷了的后置摄像头也非常赞拍照效果真没得说前置照相效果也不赖记录最美的自己和最美的瞬间寸高清全面屏视觉体验非常不错手机给的我第一印象是做工扎实设计理念独具一格真心不错大爱以后继续支持总之这次网购很成功点个赞,非常 最美 体验 效果 网页 点个 不错 反映 瞬间 大型 视觉 大爱 高清 几乎 上网
